PROJETO-ID,PROJETO
302,2435 - CV -  INTELBRAS/FIT/UFC/FCPC - TERMO ADITIVO 01/2010
303,2436 - CV. EMBRAPA/FCPC - PARTICIPACAO NA RNP
304,2439 - CARTA FINNEO TRADING/FCPC - APLICACAO DE REDES NEURAIS
305,2441 - CV -  BEMATECH/UFC/FCPC - TERMO ADITIVO 04
306,2443 - CT -  IFET/FCPC-EDUCACAO DE JOVENS E ADULTOS NA DIVERSIDADE
307,2444 - CT -  UFC/FCPC - ESPECIALIZACAO EM HEMATOLOGIA CLINICA
308,2445 - CV -  UNIFOR/FCPC - PARTICIPACAO NA RNP
309,2445 - CV. UNIFOR/FCPC - PARTICIPAÇÃO NA RNP
310,2446 - CT -  IFET/FCPC-CURSO FORM.CONT.EDUCACAO DE JOVENS E ADULTOS
311,2447 - CARTA ACORDO OPAS/FCPC/NUCLEOS DE AVALIACAO DE TECNOLOGIA EM SAUDE
312,2448 - CT -  EVIALIS/FCPC - DESEMPENHO BIOLOGICO DO CAMARAO BRANCO
313,2450 - CT -  UNESCO/FCPC-INCENTIVOS E BARREIRAS P/REALIZ.DO TESTE HIV
314,2452 - CV -  02/2010 - CAGECE/UFC/FCPC - PROCESSOS OXIDATIVOS AVANCADOS
315,2453 - CV -  FINEP/FCPC-SISTEMA ILUMINACAO P.UTILIZANDO LEDS
316,2455 - CT -  IFCE/FCPC-INTEGRACAO DO IFCE NA RNP
317,2456 - CT -  UFC/FCPC - CURSO DE ESPECIALIZACAO EM EDUCACAO ESPECIAL
318,2458 - CARTA IPADE/FCPC - CONPEDI
319,2459 - CV -  BNB/FCPC - I FESTIVAL DO CAMARAO DA COSTA DO SOL NASCENTE
320,2460 - CV -  BNB/FCPC - ESPACO PERMANENTE DE DEBATES DA CASA DE JOSE DE ALENCAR
321,2461 - CV -  BNB/FCPC - PRODUCAO COLABORATIVA DE CONTEUDOS DIGITAIS
322,2462 - CV. BNB/FCPC - ALTA FREQUÃŠNCIA E IRRIGAÃ‡ÃƒO E UTILIZAÃ‡ÃƒO DE CORBETURAS
323,2463 - CV -  BNB/FCPC - CAPACITACAO EM RESTAURACAO PARA SETOR DE TURISMO
324,2464 - CV -  BNB/FCPC - JUVENTUDE EM CENA - PROFISSIONALIZACAO EM AUDIOVISUAL
325,2465 - CT -  FUNPEC/FCPC - LOCACAO DO BARCO PROF.MARTINS FILHO
326,2466 - CV -  BNB/FCPC - IV CONGRESSO IBERO-AMERICANO DE PESQUISA QUALITATIVA EM
327,2467 - CV -  FLEXTRONICS/UFC/FCPC - 4Â° TERMO ADITIVO
328,2468 - CARTA OBOE/FCPC-CONPEDI
329,2470 - CT -  DE PATROCINIO BNB/FCPC - CONPEDI
330,2471 - CT -  UFC/FCPC - GRADUACAO EM LINGUA BRASILEIRA DE SINAIS
331,2472 - CV - FOXCONN/UFC/FCPC - PLANO DE TRABALHO 03
332,2473 - CV -  BNB/FCPC - II SEMINARIO DA REDE BRASILEIRA DE MONITORAMENTO E AVAL
333,2474 - CT - PMF/CMF/PACTO POR FORTALEZA
334,2475 - CT -  TULANE/FCPC - MSM BEHAVIORAL AND SEROLOGIC SERVEILLANCE
335,2476 - CT -  NUTRIMED/EMBRAPA/FCPC - VALIDACAO DE PROCESSO TERMICO
336,2479 - CV -  BNB/FCPC - ESTIMULO AO ESTUDO E PESQUISA E QUIMICA
337,2480 - CV -  BNB/FCPC - MOVIMENTO CRIATIVO  - CONSTRUINDO UMA JUVENTUDE
338,2481 - CV. BNB/ FCPC - A ECONOMIA DA SAUDE E DESENVOLVIMENTO NO NORDESTE DO BRASIL
339,2482 - CT -  SETFOR/FCPC-URBANIZACAO DA ENCOSTA DO CONJUNTO STA TEREZINHA
340,2483 - CT -  SETFOR/FCPC-REFORMA DA PRACA 31 DE MARCO
341,2485 - CARTA ACORDO OPAS/FCPC-APOIO A ELAB.DOS PROJETOS ENTRE INSTITUICOES
342,2486 - CV -  FIT/FLEX/UFC/FCPC -TERMO ADITIVO 06
343,2487 - CARTA ACORDO/OPAS/FCPC-PRO-RESIDENCIA (REGIAO NORDESTE)
344,2488 - CARTA ACORDO/OPAS/FCPC-FORMACAO DE MEDICOS ESPECIALISTAS
345,2491 - CT -  ECOFIBRAS/EMBRAPA/FCPC - BENEFICIAMENTO DA CASCA DE COCO VERDE
346,2492 - CT -  DE PATROCINIO BNB/FCPC - IV CONGRESSO IBERO-AMERICANO DE PESQUISA
347,2493 - CV -  BNB/FCPC - NORDESTE NA 35Âª FEIRA INTERNACIONAL DE ARTES E ARTESANA
348,2494 - CV -  BNB/FCPC - ECOINDUSTRIA 2010
349,2496 - CV. BNB/FCPC - GALERIA DE INOVAÃ‡Ã•ES TECNOLÃ“GICAS
350,2499 - CT -  UFC/FCPC - ESPECIALIZACAO EM ORTODONTIA
351,2500 - CT -  UFC/FCPC - CURSO DE FARMACOLOGIA
352,2501 - CT -  UFC/FCPC-CURSO DE MESTRADO PROF.EM ECON. DO SETOR PUBLICO
353,2502 - CV -  FIT/FLEX/UFC/FCPC - TERMO ADITIVO 05
354,2503 - CV -  TROMPOWSKY/FCPC - PARTICIPACAO NA RNP
355,2504 -  CV.BNB/FCPC - INCUBAÃ‡ÃƒO DE EMPREEDIMENTOS ECONÃ”MICOS SOLIDÃRIOS DE TRABALHADORES/EMPREENDEDORES
356,2505 - CV -  BNB/FCPC - DIFUSAO DA PRODUCAO CIENTIFICA DA UFC - FASE II
357,2506 - CV - BNB/FCPC - CAPACITACAO EM TECNICAS E INSTRUMENTOS DE ELABORACAO
358,2508 - CV - BNB/FCPC - PROSPECCAO DE PROGRAMAS PARA APRESENTACAO DE PROJETOS
359,2509 - CV - BNB/FCPC - A TRANSNORDESTINA OS CANAIS DE AGUA DO SAO FRANCISCO
360,2510 - CV - BNB/FCPC - ECOBUSINESS 2010 - SEMINARIO NACIONAL SOBRE NEGOCIOS SUS
361,2511 - CV -  FINEP/FCPC-INFRAESTRUTURA DO LESC
362,2512 - CV - BNB/FCPC - MOSTRA FOTOGRAFICA E EXPOSICAO - CONVIVENCIA COM O SEMI-
363,2513 - CV - BNB/FCPC/IOPEM - REDE DE QUALIFICACAO SOCIAL:NUCLEO JOAO XXIII
364,2514 - CV - BNB/FCPC/CEACI - REDE DE QUALIFICACAO SOCIAL:NUCLEO AEROLANDIA
365,2515 - CV - BNB/FCPC/CEIP - REDE QUALIFICACAO SOCIAL:NUCLEO ANTONIO BEZERRA
366,2516 - CV -  BNB/FCPC/FAM - REDE DE QUALIFICACAO PROFISSIONAL - SAO MIGUEL
367,2517 - CV -  BNB/FCPC - CURSO DE CAPACITACAO EM EMPREENDIMENTOS ECONOMICOS
368,2518 - CV -  BNB/FCPC - REDE DE QUALIFICACAO SOCIAL E PROFISSIONAL: PIRAMBU
369,2519 - CT -  BAYER/FCPC - DESEMPENHO ZOOTECNICO DO CAMARAO BRANCO
370,2520 - CV -  BNB/FCPC - REDE SOCIAL DO MICROCREDITO
371,2521 - CV - BNB/FCPC - DO NORDESTE PARA PARIS: A SAGA DOS IMIGRANTES DESQUALIFI
372,"2522 - BNB/FCPC - REFORMA AGRÃRIA: REVERSÃƒO OU CONSOLIDAÃ‡ÃƒO? UM ESTUDO COMPARATIVO DOS ASSENTAMENTOS DE REFORMA AGRÃRIA DO CEARÃ, CHILE E PERU."
373,2523 - CV.BNB/FCPC - CAPACITAÃ‡ÃƒO DE LIDERANÃ‡AS PARA UMA GOVERNANÃ‡A DEMOCRÃTICA E UM EMPREENDEDORISMO COMUNITÃRIO.
374,2524 - CARTA PROTEUS/FCPC - X SBSEG
375,2525 - CV -  ERICSSON/UFC/FCPC - TERMO ADITIVO 11/2010
376,2526 - CV -  ERICSSON/UFC/FCPC - TERMO ADITIVO 12/2010
377,2527 - CV -  ERICSSON/UFC/FCPC - TERMO ADITIVO 13/2010
378,"2528 - CV - BNB/FCPC - SEMINARIO DE INTEGRACAO DE TURISMO,CULTURA, GASTRONOMIA"
379,2529 - CV.BNB/FCPC - CICLOS POLÃTICOS NO CEARÃ: DESENVOLVIMENTO SOCIO-ECONOMI
380,2530 - CV - BNB/FCPC - ENCONTRO DA REDE PESQUISA EM DESIGUALDADE E POBREZA
381,2531 - CV - BNB/FCPC - PERFIL SOCIO-ECONOMICO DOS GRUPOS E ATIVIDADES
382,2532 - CV - BNB/FCPC/UFC - PORTAL GRANDES PROJETOS ESTRUTURANTES DO CEARA
383,2533 - CV - BNB/FCPC - NORDESTE NA TENDENCE - FEIRA INTERNACIONAL DE ARTES
384,2534 - CV - BNB/FCPC - REDE DE QUALIFICACAO SOCIAL: NUCLEO LAGAMAR
385,2535 - CV -  HABITAFOR/FCPC-02/2010 -PLANO MUNIC.HABITACAO
386,2537 - CARTA ENCONTRO CAPS
387,2540 - PATROCINIO BNB/FCPC - SBSEG
388,2541 - CV -  SME/ FCPC - SIMBE 2010
389,2544 - CT. UFC/FCPC - CURSO DE ESPECIALIZAÃ‡ÃƒO EM EDUCAÃ‡ÃƒO INFANTIL
390,2546 - CT DE PATROCINIO BNB/FCPC - III FESTIVAL UFC DE CULTURA
391,2547 - CT -  UFC/FCPC - BIOE 2010
392,2549 - CV. BNB/FCPC - FEIRA DE IRRIGAÃ‡ÃƒO DO BAIXO PARNAIBA
393,2550 - CV -  BNB/FCPC - SEMINARIO REGIONAL AGUAS DO PIAUI
394,2551 - CV. BNB/FCPC - PORTAL ECONOMETRIX
395,2552 - CV -  BNB/FCPC - IX CURSO DE FORMACAO PARA JOVENS DO CAMPO
396,2553 - CV -  BNB/FCPC - POLITICAS PUBLICAS E ACAO CIDADA PARA UM DESENVOLVIMENT
397,2554 - CT -  UFC/FCPC - BACHARELADO EM ADMINISTRACAO 8Âº/9Âº SEMESTRES
398,2555 - CT DE PATROCINIO BNB/FCPC - AO POR DO SOM
399,2556 - CT -  CGDT/FCPC - MONITORAMENTO E RASTREAMENTO VEICULAR
400,2557 - CV -  BNB/FCPC - MOSTRA FOTOGRAFICA - ACUDES DO BAIXO PARNAIBA
401,2558 - CV -  BNB/FCPC - O CEARA INVESTIMENTOS - BARCELONA MEETING POINT
402,2560 - CT. UFC/FCPC - PROINFO 2010
403,2561-  CARTA RADIO UNIVERSITARIA APOIO CULTURAL
404,2561- CARTA RADIO UNIVERSITARIA APOIO CULTURAL
405,2562 - CV -  BNB/FCPC-O ENSINO DE HISTORIA NA AFRICA
406,2564 -  CT. DOCAS/UFC/FCPC - DRAGAGEM DO PORTO DE FORTALEZA
407,2565 - CT -  EMS/FCPC - ESTUDOS HIDROGEOLOGICOS
408,2566 - CT -  UFC/FCPC - PROJOVEM CAMPO SABERES DA TERRA
409,2568 - CT -  UFC/FCPC -CURSO ESPECIALIZACAO EM TECNOLOGIAS DA INFORMACAO
410,2570 - CV.BNB/FCPC-SEM.INTERN.VIOL. E CONFLITOS SOCIAIS
411,2571 - CV - BNB/FCPC - PUBLICACAO DE LIVROS SERRAS UMIDAS E SUB-UMIDAS SECAS
412,2572 - CT - SETFOR/FCPC-PRESTACAO DE SERVICOS-CONSULTORIA
413,2573 - CT -  SETFOR/FCPC-PROGRAMA DE FORTALECIMENTO DO P. TURISTICO
414,2574 - CV - BNB/FCPC - PUBLICACAO DE LIVROS SEMI-ARIDOS E A ZONA LITORANEA
415,2576 - CV -  BNB/FCPC-ENCONTRO DA CARCINICULTURA VALE DO ACARAU
416,2577 - CV.BNB/FCPC-CURSO DE CAPACITAÃ‡ÃƒO EM INGLÃŠS NA ÃREA DE HOTELARIA E TURISMO EM ARACATI/CE
417,2578 - CV - BNB/FCPC-VIII JORNADA ECONOPET E V SEMINARIO CONJUNTURA ECONOMICA
418,2579 - CV - BNB/FCPC - ARTE COMO INDUTORA DE EMPREGO E RENDA DE ICAPUI-CE
419,2581 - CV - BNB/FCPC - PORTAL NORDESTE T I
420,2583 - CV. BNB/FCPC -  CONFERÃŠNCIA INTERNACIONAL SOBRE O USO DOS RESIDUOS SÃ“LIDOS URBANOS E RURAIS PARA GERAÃ‡ÃƒO DE ENERGIA CALORFICA E ELÃ‰TRICA.
421,2585 - CV.FINEP/UFC/FCPC-CTINFRA 09
422,2586 - CT -  BNB/FCPC - SIMPOSIO INTERNACIONAL MELHORES MEDICAMENTOS CRIANCAS
423,2587 - CARTA FCPC/BRASIL REAL - PROJETO AMBIENTAL PRAIA DO CUMBUCO
424,2589 - CT -  IFCE/FCPC - TRADUCAO DE TEXTO EM BRAILE
425,2590 - CV -  MINC/FCPC-BIBLIOGRAFIA COMENTADA DAS OBRAS J. DE ALENCAR
426,2596 - CT -  UFC/FCPC - REDE NORDESTE DE BIOTECNOLOGIA - RENORBIO
427,2597 - CV - BNB/FCPC/FCA - REDE DE QUALIFICACAO SOCIAL DE JOVENS ITAITINGA
428,"2598 - CV - BNB/FCPC-PUBLICACAO AVAL-REVISTA AVALIACAO POLITICAS UFC(3,4,5 E 6)"
429,2599 - CT -  SME/FCPC- PREST.SERVICOS - DIRETRIZES C. DO ENSINO FUNDAMENTAL
430,2602 - CV - BNB/FCPC - PROJETO AGENDA NORDESTE II
431,2603 - CT -  UFC/FCPC - USO PEDAGOGICO DO LAPTOP EDUCACIONAL
432,2604 - CV -  FINEP/FCPC-CARCINICULTURA 09/2010
433,2605 - CV -  FINEP/FCPC - CT-INFRA -CAMPI REGIONAIS - 01/2010
434,2606 - CV -  BEMATECH/UFC/FCPC - TERMO ADITIVO 05
435,2607 - CT.BNDES/UFC/FCPC - CONSTRUÃ‡ÃƒO DO CPDM
436,2607 - CT.BNDES/UFC/FCPC - CONSTRUÇÃO DO CPDM
437,2608 - CT. UFC/FCPC - ESPECIALIZAÃ‡ÃƒO EM EDUCAÃ‡ÃƒO ESPECIAL- AEE
438,2609 - CARTA ACORDO OPAS/FCPC-REVALIDACAO DE DIPLOMAS
439,2610 - CT -  UFC/FCPC - CURSOS DE GRADUACAO UAB 3º E 4º SEMESTRES
440,2611 - CV.BNB/UFC/FCPC-CONSTRUINDO SOLUÃ‡Ã•ES: RESÃDUOS SÃ“LIDOS URBANOS-CIDADES DE PEQUENO PORTE NO ESTADO DO CEARA.
441,2613 - CT - UFC/FCPC - CURSO DE ATUALIZACAO EM ORTODONTIA
442,2614 - CV -  FADE/FINEP/CLONAGEM E PRODUCAO DE CONTROLES POSITIVOS P/DETECCAO
443,2615 - CT. UFC/FCPC - FOMENTO A PESCA E INOVAÃ‡ÃƒO NO ORDENAMENTO DA CADEIA PRODUTIVA DA LAGOSTA
444,2616 - CV -  FLEX/FIT/UFC/FCPC - TERMO ADITIVO 07
445,2617 - CV - DIGITRO/UFC/FCPC - TERMO ADITIVO 01/2011
446,2618 - CARTA ACORDO OPAS/FCPC-FAIMER (FASE I - 2011)
447,2619 - CT. UFC/FCPC - CURSOS DE GRADUACAO UAB - 5º E 6º SEMESTRES
448,2620 - CT -  ONS/FCPC - INCORPORACAO DE INFORMACOES CLIMATICAS
449,2623 - CV - BNB/FCPC-DNOCS:POLITICAS DE CONVIVENCIA COM O SEMIARIDO
450,2624 - CV - BNB/FCPC - PROJETO AGENDA NORDESTE I
451,2625 - CT -  CPRM/UFC/FCPC - BACIA SEDIMENTAR DO PARNAIBA
452,2626 - CV.BNB/UFC/FCPC-ESTUDOS DAS GEMAS P/APLICAÃ‡ÃƒO NAS JOIAS REGIÃƒO CARIRI
453,2627 - CV - BNB/FCPC-SEMANA GOURMET: ETAPA 1 - 2011
454,2629 - CV -  ROCKWELL/UFC/FCPC - TERMO ADITIVO 02
455,2631 - CV - FLEX/FIT/UFC/FCPC - TERMO ADITIVO 08
456,2632 - CT -  UFC/FCPC - PROFESSORES DA EDUCACAO BASICA
457,2633 - CV - BNB/FCPC-AVALIACAO TRANSFERENCIA TECNOLOGIA NO
458,2634 - CT. UFC/FCPC - CURSO DE ESPECIALIZAÃ‡ÃƒO EM GESTÃƒO DE SISTEMAS E SERVIÃ‡OS DE SAÃšDE
459,2635 - CT -  UFC/FCPC - FORMACAO DE EDUCADORES E EDUCADORAS DO CAMPO DE JOVENS
460,2639 - CT - FAIMER/FCPC -FAIMER 2011
461,2640 - CV - BNB/FCPC - CRESCIMENTO PRO-POBRE E EDUCACAO NO
462,2642 - CV -  FOXCONN/UFC/FCPC - PLANO TRABALHO 04
463,2645 - CV - BNB/FCPC - XII ESCOLA DE MODELOS DE REGRESSAO
464,2646 - CV - BNB/FCPC- UTILIZACAO DA MANIPUEIRA NA FABRICACA
465,2647 - CV - BNB/FCPC-USO DA MANIPUEIRA COMO INSUMO AGRICOLA
466,2648 - CV - BNB/EMBRAPA/FCPC-IDENTIFICACAO PLANTAS AROMATI
467,2651 - CT - INTEGRAL/FCPC - DESEMPENHO DE RACOES PARA CAMA
468,2652 - CV - SIEMENS/UFC/FCPC - TERMO ADITIVO 01
469,2653 - CARTA ACORDO OPAS/FCPC-SESSOES PRESENCIAIS DE 2011
470,2655 - CV - INTERMED/UFC/FCPC - TERMO ADITIVO
471,2656 - CV -  DPM/UFC/FCPC - PLUVIOMETRO OPTICO
472,2657 - CV - COMPALEAD/FIT/UFC/FCPC - TERMO ADITIVO 01
473,2658 - CT. UFC/FCPC - PROJETO INTEGRALIDADE CURRICULAR
474,2660 - CT. UFC/FCPC - PROGRAMA NACIONAL PRO-RESIDENCIA MEDICA
475,2661 - CV - FINEP/FCPC-RECARGENA
476,2662 - CARTA - UFC/FCPC - INSCRICOES I WORKSHOP DE BIOTECNO
477,2664 - TERMO DE COOPERACAO ALFASOL/UFC/FCPC
478,2665 - CT - UCB/FCPC - ESTUDO TOXICOLOGICO DA SUCUPIRA
479,2667 - CARTA ACORDO OPAS/FCPC-I WORKSHOP DE BIOTECNOLOGIA
480,2668 - CV.BNB/UFC/FCPC - JOVENS E VIOLÃŠNCIA: DIAGNÃ“STICO PARTICIPATIVO DO MNICIPIO DE ITAITINGA/CE
481,2669 - CV - FLEX/FIT/UFC/FCPC - TERMO ADITIVO 09
482,2670 - CV - FLEX/FIT/UFC/FCPC - TERMO ADITIVO 10
483,2671 - CV - FLEX/FIT/UFC/FCPC - PLANO DE TRABALHO 12
484,2672 - CV - FIT/FLEX/UFC/FCPC - PLANO DE TRABALHO 13
485,2674 - CT - PETROBRAS/FCPC-ANALISES QUIM. EM FLUIDOS E PRO
486,2675 - CARTA SBRN/FCPC - X CONGRESSO BRASILEIRO DE REDES
487,2679 - CV - BNB/FCPC/UFC- I WORKSHOP DE BIOTECNOLOGIA EM PR
488,2680 - CV.BNB/FCPC - SEMANA GOURMET AQUIRAZ 2011
489,2681 - V.BNB/FCPC/EMBRAPA-USO DA CASCA DE COCO VERDE PARA O CULTIVO DE ESPEC
490,2682 - CT. SEINF/FCPC-QUALIFOR - FASE II
491,2683 - CT - PATROCINIO.BNB/FCPC-PARTICIPACAO D PESQUISADORE
492,2684 - CV - BNB/FCPC-VIII SEMANA DE HUMANIDADES UFC/UECE E
493,2687 - CT - UFC/FCPC-CURSO DE MESTRADO PROF. ECON. FINANCAS
494,2688 - CT - UFC/FCPC - CAPACITACAO DE SERVIDORES DO MRE
495,2689 - CT - UFC/FCPC - CURSOS DE GRADUACAO 7Âº E 8Âº SEMESTR
496,2690 - CV - BNB/FCPC- I CICLO DE ENCONTRO PESCA ARTESANAL A
497,2691 - CV - BNB/FCPC/EMBRAPA-I SIMPOSIO REVITALIZACAO DO C
498,2692 - CV - BNB/FCPC - SIMPOSIO MIL CIDADES - SALVADOR -BA
499,2693 - CV - BNB/FCPC - SIMPOSIO MIL CIDADES - SAO LUIS - M
500,2694 - CT - PATROCINIO BNB/FCPC-IX INICIACAO CIENTIFICA FI
501,2695 - CT - INTERVET/FCPC - FLORFENICOL NO CAMARAO
502,2697 - CV.BNB/FCPC - CARACTERIZAÃ‡ÃƒO E ANALISE DO SISTEMA PRODUTIVO E MACROLOGISTICO NA REGIÃƒO NORDESTE ENQUANTO SUPORTE Ã€ LOCALIZAÃ‡ÃƒO DE EMPREENDIMENTOS FOCO NO PAPEL DA FERROVIA TRANSNORDESTINA
503,2699 - CV.BNB/FCPC- I SEMINÃRIO DE AUDIOVISUAL E DESENVOLVIMENTO SUSTENTAVEL
504,2705 - CV - BNB/FCPC/UFC-I CICLO DE DEBATES - OS NOVOS RUMO
505,2706 - CV - BNB/FCPC/UFC-ACOES INTEGRADAS DE APOIO A EXTENS
506,2709 - CV. BNB/FCPC - I CICLO DE ENCONTRO DA PESCA ARTESANAL E AQUICULTURA FAMILIAR DO ESTADO DO CEARÃ - MÃ“DULO ACARAÃš
507,2712 - CT -  NOVARTIS/UFC/FCPC - PROTOCOLO CSOM230D2203
508,2713 - CT - PETROBRAS/FCPC-IMPACTO AMBIENTAL
509,2714 - CT. PETROBRAS/PROJETO ZUMBI
510,2717 - CT - 04/2011 IMPARH/FCPC - FORMACAO EM ARTES NO EQU
511,2718 - CV - DARUMA/UFC/FCPC - TERMO ADITIVO 02
512,2720 - CV - BNB/FCPC- I CICLO DE ENCONTRO PESCA ARTESANAL E
513,2721 - CV - CHIP/FCPC - APOLLO III
514,2722 - CT - CHIP/FCPC - PROJETO CHIP
515,2723 - CT - DOCAS/FCPC - LEVANTAMENTO DE CORRENTES
516,2724 - CV - BEMATECH/UFC/FCPC - TERMO ADITIVO 06
517,2725 - CV.BNB/FCPC - I CICLO DE ENCONTROS DA PESCA ARTESANAL E AQUICULTURA FAMILIAR MÃ“DULO RMF
518,2726 - CT - 10/11 - ESPORTE/FCPC - VILAS OLIMPICAS CONJ. C
519,2727 -  ACORDO ANRS/FCPC - POPULACOES VULNERAVEIS
520,2728 - CT - UFC/FCPC - TECNOLOGIAS DA INFORMACAO E COMUNIC
521,2729 - CT - PETROBRAS/FCPC/PAT.MINC-MANUSCRITOS DE J. ALEN
522,2731 - CV - CEGAS/FCPC - ESTUDO DE VIABILIDADE DA EXPANSAO
523,2732 - CT - UFC/FCPC - CURSO DE ESPECIALIZACAO EM PSICOLOG
524,2733 - CV - BNB/FCPC - VII ENCONTRO ECONOMIA DO CEARA EM DE
525,2734 - CT - PATROCINIO - COLECAO UFC LIVROS-REPORTAGEM
526,2735 - CT - PATROCINIO/BNB- II COLOQUIO NACIONAL INDIVIDUO
527,2736 - CARTA UFC/FCPC
528,2737 - CV - BNB/FCPC - CAPACITACAO EM MECANICA DE MOTOCICL
529,2738 - CV - BNB/FCPC - CAPACITACAO EM MECANICA DE MOTOCICLE
530,2739 - CV - BNB/FCPC - CAPACITACAO EM MECANICA DE MOTOCICLE
531,2740 - CV. BNB/FCPC - CLUBE DA LEITURA
532,"2741 - CV.BNB/FCPC- I CICLO ENCONTRO PESCA ARTESANAL,AQUICULTURA FAMILIAR MODULO CRATO"
533,"2742 - CV - BNB/FCPC-I CICLO ENCONTRO PESCA ARTESANAL,AQUIC"
534,2743 - CV - BNB-QUALIFICACAO E CAPACITACAO CULTURAL INSTRUM
535,2744 - CV - BNB - O SEMI-ARIDO DO SECULO 21 - OS CAMINHOS D
536,2745 - CV - BNB/FCPC - CAPACITACAO EM MECANICA DE MOTOCICLE
537,2746 - CT - UFC/FCPC - PROJETO ASSENTAMENTOS DIGITAIS - @A
538,2747 - CT - UFC/FCPC - PROJETO QUALIFICACAO DAS ACOES DAS
539,2748 - CT - UFC/FCPC - CAPACITACAO EM TERAPIA COMUNITARIA
540,2749 - CV - LANDIS/UFC/FCPC - SISCOME 08
541,2751 - BNB/FCPC - I CICLO DE ENCONTROS DA PESCA ARTESANAL E AQUICULTURA FAMILIAR DO ESTADO DO CEARÃ - MÃ“DULO PACAJUS
542,2753 - BNB/FCPC - X CONGRESSO DE HISTORIA DA EDUCACAO DO
543,2754 - CT - UFC/FCPC - ESPECIALIZACAO EM HEMATOLOGIA CLINI
544,"2755 - BNB/FCPC-OPORTUNIDADES, INTERCAMBIOS, NEGOCIOS COM"
545,2756 - CV. BNB/FCPC - V ENCONTRO DE POLÃTICAS PUBLICAS E CRESCIMENTO ECONOMICO
546,2757 - CT. EMBRAPA/UFC/FCPC - ACESSO A REDE NACIONAL DE ENSINO E PESQUISA
547,"2758 - CV - BNB/FCPC-I CICLO ENCONTROS PESCA ARTESANAL,AQUI"
548,2759 - CT - PHYTOBIOTICS/FCPC - ESTIMULANTES ALIMENTARES P
549,"2760 - CV - BNB/FC-I CICLO ENCONTRO PESCA ARTESANAL,AQUIC."
550,"2762 - CV. BNB/FCPC - INOVAÃ‡ÃƒO SOCIAL, COMÃ‰RCIO JUSTO E SUSTENTABILIDADE"
551,2763 - CT - SELECTA/UFC/FCPC - ALIMENTACAO DO CAMARAO BRAN
552,2765 -  CT. UFC/FCPC/UNILAB - PROJETO ECOSS: CENTRO DE REFERENCIA EM EDUCAÃ‡AO
553,2766 - CT BNB/FCPC - AVALIAÃ‡ÃƒO DOS IMPACTOS MACROECONOMICOS
554,2767 - CV - BNB/FCPC - ENCONTRO DA CARCINICULTURA DO VALE
555,2768 - CV BNB/FCPC - SEMANA GOURMET CAUCAIA 2011
556,2769 - CV - BNB/FCPC - DESENVOLVIMENTO EM HOSPITALIDADE PAR
557,2770 - CARTA UFC/FCPC - CURSO DE FERIAS/CASA DE CULTURA P
558,2772 - CV BNB/FCPC - I CICLO DE ENCONTROS DA PESCA ARTESANAL E AQUICULTURA FAMILIAR - MODULO QUIXADÃ
559,"2773 - CV - BNB-I CICLO ENCONTRO PESCA ARTESANAL,AQUIC.FAMI"
560,"2774 - CV - BNB/FCPC-I CICLO ENCONTRO PESCA ARTESANAL,AQUIC"
561,2775 - CV - 70/2011 - ESPORTE/UFC - JOGOS DA TECNOLOGIA
562,2776 - TERMO DE COOP.PETROBRAS/UFC/FCPC PROJETO GEOFMEL
563,2777 - CV - BNB/FCPC - CONTRAP. REDE DE EXTENSAO TECNOLOGIC
564,2778 - CV.BNB/FCPC - II COLOQUIO NACIONAL:INDIVIDUO E EDUCAÃ‡ÃƒO NO CONTEXTO DA CRISE DO CAPITALISMO
565,2779 - CV.BNB/FCPC/UFC - LIVRO ANTÃ”NIO BANDEIRA E A POÃ‰TICA DAS CORES
566,2780 - CV - BNB/FCPC - X CONGRESSO BRASILEIRO DE INTELIGENC
567,2781 - CV.BNB/FCPC - III SEMINARIO INTERNACIONAL VIOLÃŠNCIA E CONFLITOS SOCIAIS
568,2784 - CV.BNB/FCPC - DIFUSÃƒO DA PRODUÃ‡ÃƒO CIENTIFICA DA UFC - FASE III
569,2785 - CT - UFC/FCPC - PORTAL DO PROFESSOR E BANCO INTERNA
570,2786 - CT - SEDUC BAHIA/FCPC - AVALIE ALFA
571,2787 - CT - UFC/FCPC â€“ CURSO DE PSICOLOGIA HOSPITALAR â€“ TURMA VII
572,2788 - CV - FIT/FLEX/UFC/FCPC - TERMO ADITIVO 14
573,2789 - CV - BEMATECH/UFC/FCPC - TERMO ADITIVO 07
574,2790 - CV - JABIL/UFC/FCPC - TERMO ADITIVO 16
575,"2791 - CT -  UFC/FCPC – IMPLANTAÇÃO DE OFERTA DOS CURSOS DE GRADUAÇÃO DA UAB/UFC, 1º E 2º SEMESTRES 2011.1, PARTE I"
576,"2792 - CV. BNB/FCPC - III SEMANA DA ECONOMIA - ECONOMIA E SUAS INTERFACES: CULTURA, TURISMO, ECOLOGIA E TECNOLOGIA"
577,2793 - CV. BNB/FCPC - IX JORNADA ECONOPET E VI SEMINÃRIO DE CONJUNTURA ECONÃ”MICA - POLÃTICAS PÃšBLICAS: AVALIAÃ‡Ã•ES E PROPOSTAS
578,2794 - CARTA ACORDO OPAS/FCPC- PRO-SAUDE 3Âª FASE
579,2795 - CT - UFC/FCPC - CAPACITACAO DA JUVENTUDE RURAL CEAR
580,2796 - CV - BNB-ARTE CM INDUTORA EMPREGO RENDA TRANSFORMACO
